x,z,density,Jx,Jy,Jz,state
3,23,3.14061516e-04,0.00000000e+00,0.00000000e+00,3.14061516e-04,0
3,24,8.14048191e-04,0.00000000e+00,0.00000000e+00,8.14048191e-04,0
3,25,7.97107669e-05,0.00000000e+00,0.00000000e+00,7.97107669e-05,0
3,26,1.05359583e-03,0.00000000e+00,0.00000000e+00,1.05359583e-03,0
3,27,7.73078783e-04,0.00000000e+00,0.00000000e+00,7.73078783e-04,0
3,28,1.28048443e-03,0.00000000e+00,0.00000000e+00,1.28048443e-03,0
3,29,2.35682786e-04,0.00000000e+00,0.00000000e+00,2.35682786e-04,0
3,30,7.19889170e-04,0.00000000e+00,0.00000000e+00,7.19889170e-04,0
3,31,3.40687809e-04,0.00000000e+00,0.00000000e+00,3.40687809e-04,0
3,32,1.06689529e-03,0.00000000e+00,0.00000000e+00,1.06689529e-03,0
3,33,3.40687809e-04,0.00000000e+00,0.00000000e+00,3.40687809e-04,0
3,34,7.19889170e-04,0.00000000e+00,0.00000000e+00,7.19889170e-04,0
3,35,2.35682786e-04,0.00000000e+00,0.00000000e+00,2.35682786e-04,0
3,36,1.28048443e-03,0.00000000e+00,0.00000000e+00,1.28048443e-03,0
3,37,7.73078783e-04,0.00000000e+00,0.00000000e+00,7.73078783e-04,0
3,38,1.05359583e-03,0.00000000e+00,0.00000000e+00,1.05359583e-03,0
3,39,7.97107669e-05,0.00000000e+00,0.00000000e+00,7.97107669e-05,0
3,40,8.14048191e-04,0.00000000e+00,0.00000000e+00,8.14048191e-04,0
3,41,3.14061516e-04,0.00000000e+00,0.00000000e+00,3.14061516e-04,0
3,42,2.44021458e-04,0.00000000e+00,0.00000000e+00,-2.44021458e-04,0
3,43,1.06136236e-03,0.00000000e+00,0.00000000e+00,-1.06136236e-03,0
3,44,8.80922250e-04,0.00000000e+00,0.00000000e+00,-8.80922250e-04,0
