x,y,z,count,mu_sq,sigma_sq,freq,in_mask
12,6,16,620,0.139655,0.014878,0.077500,1
12,6,17,511,0.117877,0.009801,0.063875,1
12,6,18,390,0.100435,0.006685,0.048750,1
12,6,19,294,0.091070,0.005452,0.036750,1
12,6,20,296,0.090029,0.005314,0.037000,1
12,6,21,318,0.092330,0.005698,0.039750,1
12,6,22,357,0.091857,0.005779,0.044625,0
12,6,23,331,0.089237,0.006162,0.041375,0
12,7,0,195,0.074196,0.004386,0.024375,0
12,7,1,214,0.077435,0.004361,0.026750,0
12,7,2,246,0.084518,0.004790,0.030750,1
12,7,3,267,0.088334,0.005475,0.033375,1
12,7,4,272,0.089622,0.005713,0.034000,1
12,7,5,286,0.092055,0.005688,0.035750,1
12,7,6,352,0.099024,0.006741,0.044000,1
12,7,7,435,0.112842,0.010244,0.054375,1
12,7,8,510,0.131203,0.015825,0.063750,1
12,7,9,554,0.147360,0.023108,0.069250,1
12,7,10,609,0.157753,0.030841,0.076125,1
12,7,11,638,0.161107,0.036515,0.079750,1
12,7,12,652,0.160570,0.037039,0.081500,1
12,7,13,644,0.159592,0.034189,0.080500,1
12,7,14,608,0.156946,0.029975,0.076000,1
12,7,15,554,0.147138,0.023065,0.069250,1
12,7,16,500,0.131496,0.015711,0.062500,1
12,7,17,451,0.113737,0.010194,0.056375,1
12,7,18,367,0.099587,0.006953,0.045875,1
12,7,19,288,0.092384,0.005676,0.036000,1
12,7,20,296,0.091099,0.005936,0.037000,1
12,7,21,292,0.090047,0.005685,0.036500,1
12,7,22,242,0.084833,0.004882,0.030250,0
12,7,23,212,0.078662,0.004453,0.026500,0
12,8,0,140,0.065612,0.003505,0.017500,0
12,8,1,141,0.070645,0.003679,0.017625,0
12,8,2,226,0.082026,0.004953,0.028250,1
12,8,3,282,0.089684,0.006726,0.035250,1
12,8,4,279,0.091414,0.006468,0.034875,1
12,8,5,285,0.090781,0.006251,0.035625,1
12,8,6,299,0.093592,0.007150,0.037375,1
12,8,7,343,0.103820,0.010730,0.042875,1
12,8,8,356,0.116377,0.016130,0.044500,1
12,8,9,406,0.127621,0.020512,0.050750,1
12,8,10,449,0.128812,0.022172,0.056125,1
12,8,11,479,0.124985,0.022076,0.059875,1
12,8,12,473,0.122596,0.021940,0.059125,1
12,8,13,488,0.124558,0.021758,0.061000,1
12,8,14,457,0.129107,0.021284,0.057125,1
12,8,15,428,0.126954,0.020314,0.053500,1
12,8,16,383,0.116876,0.015910,0.047875,1
12,8,17,341,0.103510,0.010467,0.042625,1
12,8,18,303,0.093578,0.007149,0.037875,1
12,8,19,263,0.090224,0.006209,0.032875,1
12,8,20,272,0.091465,0.006464,0.034000,1
12,8,21,274,0.090718,0.006702,0.034250,1
12,8,22,256,0.083525,0.005088,0.032000,0
12,8,23,128,0.070815,0.003628,0.016000,0
12,9,0,312,0.082271,0.006960,0.039000,0
12,9,1,316,0.087125,0.006569,0.039500,0
12,9,2,431,0.098017,0.007371,0.053875,1
12,9,3,422,0.105351,0.009031,0.052750,1
12,9,4,359,0.104115,0.008329,0.044875,1
12,9,5,341,0.100521,0.007866,0.042625,1
12,9,6,336,0.105768,0.010026,0.042000,1
12,9,7,349,0.122227,0.017078,0.043625,1
12,9,8,436,0.143891,0.028611,0.054500,1
12,9,9,486,0.161748,0.041714,0.060750,1
12,9,10,518,0.165730,0.045031,0.064750,1
12,9,11,560,0.161782,0.045325,0.070000,1
12,9,12,619,0.158455,0.043430,0.077375,1
12,9,13,570,0.162451,0.047239,0.071250,1
12,9,14,519,0.166792,0.047432,0.064875,1
12,9,15,490,0.160794,0.039954,0.061250,1
12,9,16,432,0.144287,0.028997,0.054000,1
12,9,17,341,0.121434,0.016767,0.042625,1
12,9,18,341,0.106672,0.010442,0.042625,1
12,9,19,383,0.100999,0.008181,0.047875,1
12,9,20,366,0.103860,0.008525,0.045750,1
12,9,21,399,0.104797,0.008523,0.049875,1
12,9,22,414,0.099291,0.007379,0.051750,0
12,9,23,327,0.088196,0.006528,0.040875,0
12,10,0,290,0.099862,0.015010,0.036250,0
12,10,1,337,0.105071,0.013756,0.042125,0
12,10,2,504,0.115162,0.012355,0.063000,1
12,10,3,503,0.119989,0.012111,0.062875,1
12,10,4,490,0.118129,0.011094,0.061250,1
12,10,5,517,0.119423,0.011751,0.064625,1
12,10,6,425,0.133417,0.017508,0.053125,1
12,10,7,427,0.164145,0.034498,0.053375,1
12,10,8,400,0.202040,0.063998,0.050000,1
12,10,9,413,0.231786,0.101922,0.051625,1
12,10,10,441,0.245226,0.136838,0.055125,1
12,10,11,479,0.243852,0.152328,0.059875,1
12,10,12,555,0.241500,0.161122,0.069375,1
12,10,13,503,0.244846,0.151293,0.062875,1
12,10,14,441,0.245484,0.135680,0.055125,1
12,10,15,435,0.231996,0.102831,0.054375,1
12,10,16,443,0.201204,0.064217,0.055375,1
12,10,17,427,0.164063,0.033608,0.053375,1
12,10,18,435,0.133468,0.017856,0.054375,1
12,10,19,505,0.119968,0.012250,0.063125,1
12,10,20,484,0.119133,0.011269,0.060500,1
12,10,21,490,0.119862,0.011702,0.061250,1
12,10,22,492,0.115626,0.012078,0.061500,0
12,10,23,325,0.106456,0.014040,0.040625,0
12,11,0,243,0.074813,0.006534,0.030375,0
12,11,1,272,0.082314,0.006503,0.034000,0
12,11,2,411,0.098743,0.008042,0.051375,1
12,11,3,409,0.109603,0.010314,0.051125,1
12,11,4,437,0.111130,0.010713,0.054625,1
12,11,5,438,0.112227,0.010855,0.054750,1
12,11,6,413,0.123443,0.015513,0.051625,1
12,11,7,396,0.146978,0.029086,0.049500,1
12,11,8,385,0.172152,0.047226,0.048125,1
12,11,9,387,0.186924,0.061862,0.048375,1
12,11,10,393,0.182560,0.063507,0.049125,1
12,11,11,420,0.167365,0.060653,0.052500,0
12,11,12,481,0.158491,0.059553,0.060125,0
12,11,13,430,0.167259,0.061903,0.053750,0
12,11,14,403,0.183008,0.066116,0.050375,1
12,11,15,394,0.186196,0.060695,0.049250,1
12,11,16,400,0.172748,0.049981,0.050000,1
12,11,17,399,0.146957,0.029103,0.049875,1
12,11,18,409,0.123961,0.015730,0.051125,1
12,11,19,453,0.111984,0.010739,0.056625,1
12,11,20,432,0.111931,0.010910,0.054000,1
12,11,21,422,0.109778,0.010432,0.052750,1
12,11,22,402,0.098468,0.007904,0.050250,0
12,11,23,258,0.083400,0.006499,0.032250,0
12,12,0,6,0.047541,0.001520,0.000750,0
12,12,1,49,0.057880,0.002403,0.006125,0
12,12,2,228,0.079184,0.005902,0.028500,1
12,12,3,275,0.095112,0.009343,0.034375,1
12,12,4,284,0.099500,0.009889,0.035500,1
12,12,5,296,0.097363,0.009460,0.037000,1
12,12,6,264,0.100005,0.012576,0.033000,1
12,12,7,259,0.110082,0.020428,0.032375,1
12,12,8,295,0.121557,0.030111,0.036875,1
12,12,9,301,0.117143,0.027849,0.037625,1
12,12,10,279,0.092654,0.013728,0.034875,1
12,12,11,127,0.062635,0.003402,0.015875,0
12,12,12,16,0.049182,0.001671,0.002000,0
12,12,13,120,0.062031,0.003354,0.015000,0
12,12,14,265,0.093432,0.014210,0.033125,1
12,12,15,285,0.116244,0.027167,0.035625,1
12,12,16,289,0.121465,0.029435,0.036125,1
12,12,17,265,0.111922,0.021659,0.033125,1
12,12,18,267,0.101630,0.012933,0.033375,1
12,12,19,307,0.097963,0.009950,0.038375,1
12,12,20,305,0.099808,0.010055,0.038125,1
12,12,21,285,0.095699,0.009913,0.035625,1
12,12,22,220,0.079217,0.005963,0.027500,0
12,12,23,48,0.057531,0.002303,0.006000,0
12,13,0,235,0.074185,0.006650,0.029375,0
12,13,1,267,0.082393,0.006434,0.033375,0
12,13,2,406,0.098330,0.008077,0.050750,1
12,13,3,410,0.108868,0.010460,0.051250,1
12,13,4,419,0.111153,0.010705,0.052375,1
12,13,5,449,0.113076,0.011097,0.056125,1
12,13,6,410,0.123047,0.015704,0.051250,1
12,13,7,399,0.146411,0.028651,0.049875,1
12,13,8,408,0.172595,0.047913,0.051000,1
12,13,9,407,0.186350,0.061392,0.050875,1
12,13,10,412,0.183340,0.064356,0.051500,1
12,13,11,436,0.166755,0.062791,0.054500,0
12,13,12,476,0.157805,0.058480,0.059500,0
12,13,13,420,0.166735,0.060534,0.052500,0
12,13,14,402,0.182373,0.063317,0.050250,1
12,13,15,398,0.186866,0.062559,0.049750,1
12,13,16,400,0.173201,0.049625,0.050000,1
12,13,17,401,0.146644,0.028451,0.050125,1
12,13,18,415,0.124293,0.016185,0.051875,1
12,13,19,460,0.113743,0.011204,0.057500,1
12,13,20,443,0.112200,0.010752,0.055375,1
12,13,21,402,0.109786,0.010343,0.050250,1
12,13,22,424,0.099206,0.007768,0.053000,0
12,13,23,272,0.083043,0.006548,0.034000,0
12,14,0,318,0.099616,0.015409,0.039750,0
12,14,1,327,0.104388,0.013929,0.040875,0
12,14,2,488,0.115286,0.012113,0.061000,1
12,14,3,510,0.120525,0.011902,0.063750,1
12,14,4,494,0.118556,0.011181,0.061750,1
12,14,5,493,0.120024,0.011774,0.061625,1
12,14,6,434,0.133932,0.017786,0.054250,1
12,14,7,408,0.164377,0.034374,0.051000,1
12,14,8,429,0.201433,0.065361,0.053625,1
12,14,9,436,0.231805,0.102439,0.054500,1
12,14,10,430,0.244956,0.133669,0.053750,1
12,14,11,480,0.244577,0.154671,0.060000,1
12,14,12,569,0.241238,0.158509,0.071125,1
12,14,13,481,0.244573,0.153919,0.060125,1
12,14,14,444,0.244462,0.131914,0.055500,1
12,14,15,412,0.230491,0.101345,0.051500,1
12,14,16,429,0.201325,0.065062,0.053625,1
12,14,17,417,0.164227,0.034471,0.052125,1
12,14,18,423,0.135168,0.018363,0.052875,1
12,14,19,516,0.120885,0.012165,0.064500,1
12,14,20,489,0.118742,0.011334,0.061125,1
12,14,21,514,0.120118,0.011709,0.064250,1
12,14,22,494,0.115059,0.011672,0.061750,0
12,14,23,336,0.104822,0.013813,0.042000,0
12,15,0,293,0.080121,0.006542,0.036625,0
12,15,1,327,0.085869,0.006511,0.040875,0
12,15,2,413,0.097588,0.007082,0.051625,1
12,15,3,389,0.103496,0.008134,0.048625,1
12,15,4,358,0.102806,0.008221,0.044750,1
12,15,5,350,0.099868,0.007773,0.043750,1
12,15,6,338,0.105783,0.010220,0.042250,1
12,15,7,349,0.121519,0.016447,0.043625,1
12,15,8,437,0.143176,0.029473,0.054625,1
12,15,9,499,0.160752,0.040388,0.062375,1
12,15,10,538,0.166638,0.046554,0.067250,1
12,15,11,578,0.163050,0.045656,0.072250,1
12,15,12,612,0.158533,0.043974,0.076500,1
12,15,13,582,0.161975,0.045146,0.072750,1
12,15,14,525,0.165928,0.046164,0.065625,1
12,15,15,501,0.159674,0.040869,0.062625,1
12,15,16,404,0.143425,0.028182,0.050500,1
12,15,17,339,0.121171,0.016894,0.042375,1
12,15,18,340,0.106129,0.010119,0.042500,1
12,15,19,350,0.102018,0.008077,0.043750,1
12,15,20,361,0.104357,0.008408,0.045125,1
12,15,21,419,0.104652,0.008363,0.052375,1
12,15,22,423,0.098690,0.007428,0.052875,0
12,15,23,315,0.086849,0.006649,0.039375,0
12,16,0,114,0.064810,0.003461,0.014250,0
12,16,1,145,0.069830,0.003603,0.018125,0
12,16,2,226,0.081821,0.004801,0.028250,1
12,16,3,287,0.089126,0.006309,0.035875,1
12,16,4,273,0.091669,0.006481,0.034125,1
12,16,5,265,0.089628,0.006097,0.033125,1
12,16,6,309,0.093623,0.007288,0.038625,1
12,16,7,345,0.103071,0.010699,0.043125,1
12,16,8,396,0.116756,0.015800,0.049500,1
12,16,9,444,0.126385,0.020821,0.055500,1
12,16,10,443,0.128200,0.022032,0.055375,1
12,16,11,489,0.125216,0.022338,0.061125,1
12,16,12,484,0.122503,0.021820,0.060500,1
12,16,13,490,0.124274,0.022055,0.061250,1
12,16,14,460,0.129150,0.022291,0.057500,1
12,16,15,424,0.126755,0.020411,0.053000,1
12,16,16,371,0.115849,0.015865,0.046375,1
12,16,17,335,0.103592,0.010731,0.041875,1
12,16,18,312,0.093920,0.007436,0.039000,1
12,16,19,271,0.089749,0.006233,0.033875,1
12,16,20,274,0.091221,0.006526,0.034250,1
12,16,21,279,0.089982,0.006390,0.034875,1
12,16,22,228,0.082210,0.004892,0.028500,0
12,16,23,142,0.071121,0.003796,0.017750,0
12,17,0,199,0.074471,0.004476,0.024875,0
12,17,1,175,0.077652,0.004247,0.021875,0
12,17,2,224,0.084236,0.004653,0.028000,1
12,17,3,289,0.089470,0.005555,0.036125,1
12,17,4,261,0.090832,0.005672,0.032625,1
12,17,5,284,0.091973,0.005687,0.035500,1
12,17,6,380,0.100138,0.007064,0.047500,1
12,17,7,465,0.113788,0.010600,0.058125,1
12,17,8,511,0.132141,0.016250,0.063875,1
12,17,9,559,0.148699,0.023459,0.069875,1
12,17,10,584,0.157372,0.029928,0.073000,1
12,17,11,656,0.161951,0.036581,0.082000,1
12,17,12,672,0.161781,0.038199,0.084000,1
12,17,13,641,0.161825,0.035864,0.080125,1
12,17,14,600,0.157276,0.030158,0.075000,1
12,17,15,543,0.148200,0.024034,0.067875,1
12,17,16,511,0.131361,0.016468,0.063875,1
12,17,17,434,0.112652,0.010541,0.054250,1
12,17,18,386,0.098275,0.006997,0.048250,1
12,17,19,285,0.090891,0.005679,0.035625,1
12,17,20,267,0.089991,0.005662,0.033375,1
12,17,21,271,0.088304,0.005422,0.033875,1
12,17,22,233,0.084037,0.004758,0.029125,0
12,17,23,210,0.077629,0.004472,0.026250,0
12,18,0,369,0.087619,0.006487,0.046125,0
12,18,1,328,0.089306,0.005967,0.041000,0
12,18,2,319,0.091677,0.005472,0.039875,1
12,18,3,284,0.090971,0.005298,0.035500,1
12,18,4,273,0.089409,0.005234,0.034125,1
12,18,5,291,0.091671,0.005453,0.036375,1
12,18,6,373,0.101439,0.006822,0.046625,1
12,18,7,526,0.118072,0.009916,0.065750,1
12,18,8,635,0.140341,0.015077,0.079375,1
12,18,9,727,0.162010,0.022786,0.090875,1
12,18,10,767,0.176378,0.029949,0.095875,1
12,18,11,798,0.186409,0.037909,0.099750,1
12,18,12,794,0.189147,0.039724,0.099250,1
12,18,13,808,0.186411,0.035932,0.101000,1
12,18,14,785,0.177944,0.029749,0.098125,1
12,18,15,686,0.161579,0.021825,0.085750,1
12,18,16,640,0.140374,0.015392,0.080000,1
12,18,17,499,0.117614,0.010090,0.062375,1
12,18,18,351,0.099413,0.006734,0.043875,1
12,18,19,275,0.090424,0.005304,0.034375,1
12,18,20,276,0.089166,0.005235,0.034500,1
12,18,21,302,0.090933,0.005459,0.037750,1
12,18,22,330,0.091208,0.005536,0.041250,0
12,18,23,350,0.089343,0.006022,0.043750,0
12,19,0,331,0.085416,0.006318,0.041375,0
12,19,1,306,0.085324,0.005758,0.038250,0
12,19,2,279,0.085469,0.005187,0.034875,1
12,19,3,227,0.084517,0.004706,0.028375,1
12,19,4,208,0.081663,0.004444,0.026000,1
12,19,5,210,0.083979,0.004671,0.026250,1
12,19,6,330,0.093574,0.006094,0.041250,1
12,19,7,494,0.110579,0.008758,0.061750,1
12,19,8,655,0.131262,0.013189,0.081875,1
12,19,9,726,0.151718,0.018683,0.090750,1
12,19,10,770,0.165802,0.025322,0.096250,1
12,19,11,776,0.175339,0.031325,0.097000,1
12,19,12,811,0.177592,0.032421,0.101375,1
12,19,13,789,0.175110,0.030105,0.098625,1
12,19,14,770,0.165781,0.023986,0.096250,1
12,19,15,733,0.151095,0.018849,0.091625,1
12,19,16,609,0.130491,0.012300,0.076125,1
12,19,17,479,0.110126,0.008317,0.059875,1
12,19,18,305,0.093191,0.005957,0.038125,1
12,19,19,220,0.083399,0.004685,0.027500,1
12,19,20,218,0.082305,0.004427,0.027250,1
12,19,21,230,0.083812,0.004779,0.028750,1
12,19,22,291,0.086335,0.005454,0.036375,0
12,19,23,316,0.085181,0.005937,0.039500,0
12,20,0,111,0.066188,0.003288,0.013875,0
12,20,1,107,0.067194,0.003219,0.013375,0
12,20,2,120,0.070015,0.003373,0.015000,1
12,20,3,137,0.071824,0.003634,0.017125,1
12,20,4,130,0.072207,0.003654,0.016250,1
12,20,5,165,0.074056,0.003861,0.020625,1
12,20,6,206,0.081181,0.004439,0.025750,1
12,20,7,324,0.091624,0.005833,0.040500,1
12,20,8,454,0.104183,0.008054,0.056750,1
12,20,9,498,0.114564,0.010801,0.062250,1
12,20,10,475,0.118918,0.013327,0.059375,1
12,20,11,451,0.119766,0.015793,0.056375,1
12,20,12,431,0.119051,0.017016,0.053875,1
12,20,13,427,0.118411,0.015810,0.053375,1
12,20,14,458,0.117802,0.013382,0.057250,1
12,20,15,477,0.113006,0.010553,0.059625,1
12,20,16,464,0.103396,0.008206,0.058000,1
12,20,17,332,0.091318,0.005974,0.041500,1
12,20,18,200,0.079537,0.004359,0.025000,1
12,20,19,147,0.073865,0.003782,0.018375,1
12,20,20,122,0.071336,0.003511,0.015250,1
12,20,21,130,0.070842,0.003555,0.016250,1
12,20,22,121,0.070402,0.003485,0.015125,0
12,20,23,114,0.067906,0.003304,0.014250,0
12,21,0,262,0.078746,0.005276,0.032750,0
12,21,1,244,0.079704,0.005245,0.030500,0
12,21,2,278,0.082726,0.005281,0.034750,1
12,21,3,271,0.084007,0.005250,0.033875,1
12,21,4,256,0.084796,0.005227,0.032000,1
12,21,5,270,0.088225,0.005518,0.033750,1
12,21,6,353,0.096145,0.007038,0.044125,1
12,21,7,449,0.110090,0.008962,0.056125,1
12,21,8,511,0.124061,0.012318,0.063875,1
12,21,9,546,0.138050,0.016584,0.068250,1
12,21,10,551,0.142889,0.020744,0.068875,1
12,21,11,486,0.144236,0.024528,0.060750,1
12,21,12,487,0.143543,0.025634,0.060875,1
12,21,13,487,0.143871,0.024791,0.060875,1
12,21,14,534,0.142086,0.020772,0.066750,1
12,21,15,555,0.136074,0.016201,0.069375,1
12,21,16,510,0.123585,0.012325,0.063750,1
12,21,17,451,0.109356,0.009315,0.056375,1
12,21,18,337,0.095427,0.006848,0.042125,1
12,21,19,269,0.087504,0.005397,0.033625,1
12,21,20,229,0.084890,0.005066,0.028625,1
12,21,21,256,0.083908,0.005202,0.032000,1
12,21,22,264,0.082392,0.005237,0.033000,0
12,21,23,245,0.080224,0.005182,0.030625,0
12,22,0,384,0.112205,0.017285,0.048000,0
12,22,1,396,0.112443,0.016706,0.049500,0
12,22,2,460,0.113023,0.014037,0.057500,0
12,22,3,479,0.111505,0.010956,0.059875,0
12,22,4,491,0.111201,0.009933,0.061375,0
12,22,5,434,0.116520,0.012210,0.054250,0
12,22,6,480,0.131666,0.018133,0.060000,0
12,22,7,537,0.155376,0.028799,0.067125,0
12,22,8,650,0.185695,0.045240,0.081250,0
12,22,9,706,0.215231,0.066332,0.088250,0
12,22,10,696,0.236434,0.088931,0.087000,0
12,22,11,663,0.247028,0.109215,0.082875,0
12,22,12,635,0.249374,0.116226,0.079375,0
12,22,13,647,0.246517,0.108832,0.080875,0
12,22,14,682,0.234959,0.089097,0.085250,0
12,22,15,688,0.214843,0.065543,0.086000,0
12,22,16,640,0.186411,0.044799,0.080000,0
12,22,17,553,0.155037,0.027684,0.069125,0
12,22,18,470,0.130446,0.017915,0.058750,0
12,22,19,423,0.115539,0.011506,0.052875,0
12,22,20,481,0.111107,0.009851,0.060125,0
12,22,21,476,0.111594,0.010811,0.059500,0
12,22,22,429,0.111571,0.013296,0.053625,0
12,22,23,396,0.112124,0.016908,0.049500,0
12,23,0,282,0.085481,0.008585,0.035250,0
12,23,1,330,0.088510,0.008442,0.041250,0
12,23,2,362,0.092758,0.007825,0.045250,0
12,23,3,404,0.095908,0.007213,0.050500,0
12,23,4,374,0.097678,0.007380,0.046750,0
12,23,5,317,0.100159,0.008483,0.039625,0
12,23,6,390,0.108186,0.010436,0.048750,0
12,23,7,472,0.122668,0.014220,0.059000,0
12,23,8,614,0.141921,0.020546,0.076750,0
12,23,9,672,0.159806,0.029069,0.084000,0
12,23,10,626,0.169060,0.037033,0.078250,0
12,23,11,592,0.171291,0.045030,0.074000,0
12,23,12,558,0.169294,0.047676,0.069750,0
12,23,13,604,0.170434,0.045912,0.075500,0
12,23,14,628,0.168271,0.038628,0.078500,0
12,23,15,628,0.158770,0.028616,0.078500,0
12,23,16,594,0.141997,0.019992,0.074250,0
12,23,17,470,0.122612,0.014182,0.058750,0
12,23,18,376,0.106714,0.010271,0.047000,0
12,23,19,345,0.098181,0.007868,0.043125,0
12,23,20,358,0.097130,0.007124,0.044750,0
12,23,21,414,0.096117,0.007066,0.051750,0
12,23,22,367,0.092879,0.007893,0.045875,0
12,23,23,317,0.087695,0.008503,0.039625,0
13,0,0,182,0.068408,0.004599,0.022750,0
13,0,1,196,0.071900,0.004722,0.024500,0
13,0,2,239,0.079074,0.004870,0.029875,0
13,0,3,287,0.084293,0.005478,0.035875,0
13,0,4,275,0.083955,0.005624,0.034375,0
13,0,5,237,0.079954,0.005187,0.029625,0
13,0,6,190,0.077942,0.004506,0.023750,0
13,0,7,207,0.079567,0.004557,0.025875,0
13,0,8,252,0.082684,0.005373,0.031500,0
13,0,9,273,0.083399,0.006183,0.034125,0
13,0,10,256,0.077641,0.005900,0.032000,0
13,0,11,192,0.069269,0.004494,0.024000,0
13,0,12,141,0.065315,0.003860,0.017625,0
13,0,13,167,0.069027,0.004228,0.020875,0
13,0,14,233,0.077772,0.005535,0.029125,0
13,0,15,271,0.082574,0.006351,0.033875,0
13,0,16,246,0.082462,0.005390,0.030750,0
13,0,17,204,0.078971,0.004433,0.025500,0
13,0,18,205,0.077314,0.004607,0.025625,0
13,0,19,252,0.079627,0.005116,0.031500,0
13,0,20,299,0.083998,0.005882,0.037375,0
13,0,21,300,0.084491,0.005659,0.037500,0
13,0,22,244,0.079927,0.005095,0.030500,0
13,0,23,171,0.072223,0.004659,0.021375,0
13,1,0,473,0.102676,0.010172,0.059125,0
13,1,1,468,0.104657,0.009811,0.058500,0
13,1,2,501,0.106986,0.008504,0.062625,0
13,1,3,499,0.106249,0.007719,0.062375,0
13,1,4,441,0.104251,0.007569,0.055125,0
13,1,5,405,0.104984,0.008235,0.050625,0
13,1,6,385,0.111679,0.010201,0.048125,0
13,1,7,467,0.126515,0.013586,0.058375,0
13,1,8,651,0.146026,0.019610,0.081375,0
13,1,9,712,0.165906,0.026769,0.089000,0
13,1,10,745,0.176377,0.034761,0.093125,0
13,1,11,732,0.180765,0.041507,0.091500,0
13,1,12,685,0.181937,0.043344,0.085625,0
13,1,13,721,0.181649,0.041428,0.090125,0
13,1,14,749,0.177052,0.034370,0.093625,0
13,1,15,739,0.165893,0.028172,0.092375,0
13,1,16,631,0.147556,0.019724,0.078875,0
13,1,17,525,0.126917,0.014044,0.065625,0
13,1,18,393,0.111191,0.010363,0.049125,0
13,1,19,372,0.104016,0.008454,0.046500,0
13,1,20,436,0.104098,0.007798,0.054500,0
13,1,21,509,0.106952,0.007878,0.063625,0
13,1,22,509,0.106371,0.008714,0.063625,0
13,1,23,456,0.104714,0.009605,0.057000,0
13,2,0,512,0.126275,0.017624,0.064000,0
13,2,1,511,0.125663,0.016757,0.063875,0
13,2,2,534,0.123349,0.014107,0.066750,1
13,2,3,556,0.119775,0.010747,0.069500,1
13,2,4,548,0.117292,0.009824,0.068500,1
13,2,5,485,0.119946,0.011750,0.060625,1
13,2,6,513,0.132709,0.017157,0.064125,1
13,2,7,558,0.155855,0.026891,0.069750,1
13,2,8,691,0.186692,0.042048,0.086375,1
13,2,9,753,0.216085,0.061700,0.094125,1
13,2,10,777,0.238983,0.081514,0.097125,1
13,2,11,767,0.252330,0.100089,0.095875,1
13,2,12,743,0.255842,0.105675,0.092875,1
13,2,13,742,0.252193,0.099422,0.092750,1
13,2,14,805,0.240062,0.083253,0.100625,1
13,2,15,765,0.217287,0.061319,0.095625,1
13,2,16,694,0.187147,0.041562,0.086750,1
13,2,17,555,0.156155,0.026699,0.069375,1
13,2,18,480,0.132203,0.017242,0.060000,1
13,2,19,472,0.117770,0.011380,0.059000,1
13,2,20,513,0.115770,0.009515,0.064125,1
13,2,21,572,0.119515,0.011221,0.071500,1
13,2,22,561,0.123860,0.014198,0.070125,0
13,2,23,526,0.125850,0.016211,0.065750,0
13,3,0,357,0.090379,0.006277,0.044625,0
13,3,1,344,0.090742,0.006205,0.043000,0
13,3,2,322,0.090611,0.006031,0.040250,1
13,3,3,302,0.091073,0.005553,0.037750,1
13,3,4,281,0.090392,0.005396,0.035125,1
13,3,5,299,0.091765,0.005532,0.037375,1
13,3,6,363,0.098066,0.006807,0.045375,1
13,3,7,449,0.111542,0.009145,0.056125,1
13,3,8,540,0.126236,0.011872,0.067500,1
13,3,9,579,0.138995,0.015730,0.072375,1
13,3,10,624,0.148073,0.019907,0.078000,1
13,3,11,573,0.149709,0.022771,0.071625,1
13,3,12,559,0.150049,0.024116,0.069875,1
13,3,13,559,0.149764,0.023266,0.069875,1
13,3,14,580,0.147095,0.020081,0.072500,1
13,3,15,591,0.139906,0.015931,0.073875,1
13,3,16,545,0.126194,0.012162,0.068125,1
13,3,17,439,0.111495,0.009010,0.054875,1
13,3,18,367,0.098403,0.006715,0.045875,1
13,3,19,290,0.090536,0.005462,0.036250,1
13,3,20,259,0.089565,0.005316,0.032375,1
13,3,21,333,0.090636,0.005788,0.041625,1
13,3,22,359,0.091310,0.006224,0.044875,0
13,3,23,356,0.091317,0.006296,0.044500,0
13,4,0,191,0.075426,0.004396,0.023875,0
13,4,1,191,0.076760,0.004226,0.023875,0
13,4,2,167,0.076263,0.003887,0.020875,1
13,4,3,157,0.076640,0.003883,0.019625,1
13,4,4,159,0.075825,0.003888,0.019875,1
13,4,5,147,0.077279,0.003814,0.018375,1
13,4,6,187,0.081774,0.004204,0.023375,1
13,4,7,332,0.092975,0.005703,0.041500,1
13,4,8,450,0.105089,0.007814,0.056250,1
13,4,9,521,0.115549,0.010217,0.065125,1
13,4,10,503,0.121759,0.012873,0.062875,1
13,4,11,498,0.122902,0.014947,0.062250,1
13,4,12,495,0.122814,0.016031,0.061875,1
13,4,13,506,0.122949,0.015475,0.063250,1
13,4,14,529,0.121335,0.013280,0.066125,1
13,4,15,513,0.116151,0.010418,0.064125,1
13,4,16,445,0.105590,0.008023,0.055625,1
13,4,17,326,0.093509,0.005983,0.040750,1
13,4,18,206,0.082069,0.004422,0.025750,1
13,4,19,131,0.076668,0.003706,0.016375,1
13,4,20,145,0.075912,0.003787,0.018125,1
13,4,21,159,0.076598,0.003863,0.019875,1
13,4,22,163,0.078255,0.004010,0.020375,0
13,4,23,214,0.077748,0.004470,0.026750,0
13,5,0,358,0.091042,0.006646,0.044750,0
13,5,1,358,0.091625,0.006324,0.044750,0
13,5,2,293,0.089043,0.005423,0.036625,1
13,5,3,243,0.087931,0.004822,0.030375,1
13,5,4,214,0.084839,0.004467,0.026750,1
13,5,5,241,0.086096,0.004822,0.030125,1
13,5,6,310,0.093730,0.005613,0.038750,1
13,5,7,497,0.110828,0.008539,0.062125,1
13,5,8,616,0.131110,0.011994,0.077000,1
13,5,9,710,0.151703,0.017430,0.088750,1
13,5,10,766,0.166672,0.023344,0.095750,1
13,5,11,779,0.176224,0.028437,0.097375,1
13,5,12,804,0.179360,0.030272,0.100500,1
13,5,13,808,0.176898,0.028515,0.101000,1
13,5,14,783,0.166804,0.023589,0.097875,1
13,5,15,732,0.151960,0.017638,0.091500,1
13,5,16,638,0.132026,0.012230,0.079750,1
13,5,17,464,0.110368,0.008088,0.058000,1
13,5,18,344,0.094484,0.006003,0.043000,1
13,5,19,231,0.086355,0.004910,0.028875,1
13,5,20,214,0.085176,0.004556,0.026750,1
13,5,21,242,0.087789,0.004892,0.030250,1
