backend_label,actual_backend,L,profile,arm,seed,dx,dy,dz,n,tick,source_real,source_imag,source_abs,div_real,div_imag,div_abs,occupancy,global_charge,removed_since_last,cumulative_removed,history_evaporation,history_other,history_required,history_enabled,toggles_valid,event_valid,source_valid,field_valid,execution_valid
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,3,0.047702521323038607,-0.47449387233025381,0.47688569429113109,0.0011258237972382094,-0.011464990221752208,0.011520133680096842,25255,-45,1883,7513,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,4,0.044649116012286341,-0.43844944286914156,0.44071698119421182,0.0018087568827078301,-0.018365503263735625,0.018454357523117051,23767,-5,1488,9001,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,5,0.040767950251275414,-0.40709137056429606,0.40912762037731881,0.0026136868227236501,-0.026456278703987177,0.026585071782305285,22508,36,1259,10260,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,6,0.038447806114994598,-0.38005883532692536,0.38199862840737425,0.0035176838660681536,-0.035531721408516639,0.035705424322279605,21469,29,1039,11299,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,7,0.036221196557339991,-0.35838291070841127,0.3602086697566822,0.004501624545837129,-0.045387686363591147,0.045610379268225788,20657,5,812,12111,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,8,0.034655706277128884,-0.34167008143609379,0.34342315374201782,0.0055456654390130767,-0.055827446042033407,0.056102211513786297,20052,48,605,12716,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,9,0.033349038728994085,-0.32786496516746477,0.3295566624548969,0.0066313427326933671,-0.06666293101848883,0.066991947862517373,19566,54,486,13202,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,10,0.032389011355573469,-0.31775349791993185,0.31939995851118014,0.0077405007641430917,-0.077710456484057971,0.078095008797235993,19216,42,350,13552,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,11,0.031629921173961184,-0.31065523607338064,0.31226131302689236,0.0088558101103669139,-0.088795630510903514,0.089236143857406663,18972,16,244,13796,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,12,0.031045508625667153,-0.30577681062072487,0.30734879456280451,0.0099605158538638126,-0.099753375668819602,0.10024942809512542,18807,27,165,13961,0,0,0,0,1,1,1,1,1
